Dataset,Algorithm,Run,Status,ErrorMessage,BestScore,BestC,BestKernelParameter,ACC,MCC,Sensitivity,Specificity,OptimizationRuntimeSeconds,EvaluationRuntimeSeconds,TotalRuntimeSeconds
bankreshape,SWO,24,ok,,0.254904834274135,14.8113355519401,1.94493783966951,76.2413043478261,0.526870130219702,73.0985680985681,79.6620046620047,0.6520522,0.0109547,0.6630097
bankreshape,SWO,25,ok,,0.253607613258069,10.6957851375204,17.4587330103657,68.6949275362319,0.383431483776099,67.1616716616717,71.9906270200388,0.6555513,0.0101969,0.6657508
bankreshape,SWO,26,ok,,0.225128455637574,4.40308126809074,1.00631661647862,74.5594202898551,0.498947485113764,72.0530303030303,78.454156954157,0.6555,0.0111317,0.6666349
bankreshape,SWO,27,ok,,0.237805760602113,19.947331837024,1.07076593889621,76.277536231884,0.533248099260114,76.2509573759574,78.4040518305224,0.6519609,0.0110285,0.6629921
bankreshape,SWO,28,ok,,0.254295122304241,12.4148664817856,1.75893766717508,73.2746376811594,0.473795742958168,69.856351981352,78.3629703629704,0.6714122,0.0215467,0.6929622
bankreshape,SWO,29,ok,,0.250047040092633,5.33553133419124,1.03433705071805,75.8144927536232,0.523323372546149,73.4871794871795,79.3063048063048,0.6550713,0.0214402,0.6765143
bankreshape,SWO,30,ok,,0.250132074106238,14.3000835814966,1.27237938600276,76.3123188405797,0.539956639748526,74.5708180708181,80.8055669820376,0.68593,0.0109526,0.6968856
bankreshape,MSDBO,1,ok,,0.196604067158778,7.03519255151468,0.0279832104979261,81.6427536231884,0.637807236711542,80.0505050505051,84.1958041958042,12.81291,0.0114648,12.8243783
bankreshape,MSDBO,2,ok,,0.204816181791866,3.14837390963219,0.0548817551329914,80.8289855072464,0.632784809528455,76.3658424908425,87.6536796536796,13.6688358,0.0111887,13.6800277
bankreshape,MSDBO,3,ok,,0.171043204515849,4.06716904816581,0.0421965778113468,82.4594202898551,0.656843327527766,81.426873779815,84.8760683760684,12.282343,0.0115827,12.2939288
bankreshape,MSDBO,4,ok,,0.199869735128094,7.62020520111963,0.0334181282091483,80.1413043478261,0.611306531558536,78.9350649350649,83.0619772384478,12.4977802,0.0108846,12.5086682
bankreshape,MSDBO,5,ok,,0.175284049790129,11.5525466356013,0.0412302976499529,81.2427536231884,0.628899728350304,80.5281662781663,83.1611721611722,12.5612013,0.0139054,12.5751107
bankreshape,MSDBO,6,ok,,0.166029816181792,2.97299660940746,0.0617546229093524,82.5413043478261,0.659296710785675,79.7226107226107,86.5939615939616,12.1258205,0.0111733,12.1369965
bankreshape,MSDBO,7,ok,,0.178933275437835,1.22474262803927,0.013209384216039,81.1159420289855,0.6295080029343,78.2440892440892,85.0048285048285,12.9357163,0.0117355,12.9474546
bankreshape,MSDBO,8,ok,,0.199249167752207,15.5976702492736,0.0714149300252236,81.9840579710145,0.648014201046359,79.7196137196137,85.7135642135642,12.2225298,0.0124504,12.2349833
bankreshape,MSDBO,9,ok,,0.175,15.0778986051778,0.0846483674702474,84.9702898550725,0.706755627373525,84.9809634809635,86.4588328338328,12.2516353,0.0108558,12.2624939
bankreshape,MSDBO,10,ok,,0.163075336517586,10.4450717521024,0.0549620276303214,83.8246376811594,0.688382320239938,81.6029526029526,88.2405372405372,12.1473029,0.0122115,12.1595172
bankreshape,MSDBO,11,ok,,0.178851859892893,7.35528231829396,0.0515677413107074,81.6275362318841,0.643398877841348,79.0164141414141,86.2252747252747,12.1436529,0.0107838,12.1544395
bankreshape,MSDBO,12,ok,,0.187217759444203,5.73559328959873,0.0327553872272998,82.0231884057971,0.651543856443607,80.6560106560107,85.4574249280132,12.2987801,0.0110501,12.3098329
bankreshape,MSDBO,13,ok,,0.158306194818353,2.15998784319126,0.0510986602877576,82.0731884057971,0.644195892455017,78.8589743589744,85.6731601731602,13.7031399,0.0138345,13.7169774
bankreshape,MSDBO,14,ok,,0.166666666666667,4.70027793759471,0.0432421748110359,83.7021739130435,0.684106095764991,82.2395104895105,86.9977938727939,12.4426543,0.0121775,12.4548352
bankreshape,MSDBO,15,ok,,0.170256187581416,2.38080379725859,0.0536786272655108,82.4717391304348,0.657718502017911,81.0058275058275,85.4649933399933,12.1717814,0.0116836,12.1834679
bankreshape,MSDBO,16,ok,,0.196301925025329,4.29633230711891,0.0753460953367211,83.2036231884058,0.676503107472076,82.1705516705517,86.5531135531135,12.199869,0.0104685,12.21034
bankreshape,MSDBO,17,ok,,0.166436893906499,8.43411822243564,0.0279037526043445,83.7384057971014,0.680447824155799,83.4918831168831,85.4704323454323,12.4747247,0.0115566,12.4862843
bankreshape,MSDBO,18,ok,,0.191129324070054,14.7298751330042,0.168428712727385,82.8188405797101,0.666118231521776,82.025419025419,85.4510881275587,12.0992332,0.01105,12.1102862
bankreshape,MSDBO,19,ok,,0.171039586047185,5.30839630808973,0.0600424302057775,79.1217391304348,0.590525964943318,76.1926406926407,83.0815850815851,12.7004272,0.0110723,12.7115021
bankreshape,MSDBO,20,ok,,0.187798523664785,9.79767907150868,0.0502848238394847,82.9731884057971,0.666304538026457,79.4895104895105,87.4263236763237,12.3561168,0.0124974,12.3686174
bankreshape,MSDBO,21,ok,,0.204166666666667,1.11509925789244,0.0697074301285407,81.7289855072464,0.645202417271411,81.020646020646,84.152195027195,13.2048874,0.011497,13.2163871
bankreshape,MSDBO,22,ok,,0.183192213055435,2.38859358587521,0.0494756977031848,83.3260869565217,0.674574811727307,81.9638694638695,86.0497835497836,12.5096122,0.0114781,12.5210933
bankreshape,MSDBO,23,ok,,0.154291503835577,14.121800838593,0.0503429849979967,84.8536231884058,0.70569048232664,83.6691086691087,87.8827838827839,12.1550725,0.0110803,12.1661557
bankreshape,MSDBO,24,ok,,0.166429656969171,8.39146954184075,0.0763471136569894,83.3623188405797,0.675071068918646,80.956487956488,87.042735042735,12.1432782,0.0124611,12.1557428
bankreshape,MSDBO,25,ok,,0.199947532204371,14.5622967216448,0.027996377132271,78.3065217391304,0.575060902131003,77.0403615991851,81.39942002442,12.823585,0.0113681,12.8349559
bankreshape,MSDBO,26,ok,,0.175284049790129,3.443477879434,0.0705562240546682,81.6442028985507,0.642456169939723,80.0589410589411,84.9373959373959,12.4543103,0.0117517,12.4660652
bankreshape,MSDBO,27,ok,,0.150032566217977,4.71991387447621,0.0912266826311014,80.8623188405797,0.6203488204303,79.7820512820513,82.6909756909757,12.2760702,0.0112371,12.2873101
bankreshape,MSDBO,28,ok,,0.175372702272398,5.42824551964377,0.0731861478114661,84.163768115942,0.696432680545045,80.0373376623377,90.2380952380952,12.2178891,0.0119263,12.2298185
bankreshape,MSDBO,29,ok,,0.178763207410624,16.7094837405237,0.0343070977119875,81.6536231884058,0.635166775978379,80.006993006993,83.6793206793207,12.4002696,0.0101828,12.4104549
bankreshape,MSDBO,30,ok,,0.170603560573166,3.80040908133295,0.0248716931965746,82.9971014492754,0.670528100884265,83.0192307692308,85.1417748917749,12.7547216,0.0125629,12.7672875
